All transcripts| 4507 entries on 5 pages. Showing entries 1 - 4507.
ID	Chr	Gene ID	Name	NCBI ID	NCBI Protein ID	Variants
00001242	9	TPM2	transcript variant X6	XM_005251570.1	XP_005251627.1	0
00001243	9	TPM2	transcript variant X4	XM_005251568.1	XP_005251625.1	0
00001244	9	TPM2	transcript variant X5	XM_005251569.1	XP_005251626.1	0
00001245	9	TPM2	transcript variant X8	XM_005251572.1	XP_005251629.1	0
00001246	9	TPM2	transcript variant X7	XM_005251571.1	XP_005251628.1	0
00001247	9	TPM2	transcript variant X3	XM_005251567.1	XP_005251624.1	0
00001248	9	TPM2	transcript variant X2	XM_005251566.1	XP_005251623.1	0
00001249	9	TPM2	transcript variant 1	NM_003289.3	NP_003280.2	0
00001250	15	TTBK2	transcript variant X5	XM_005254175.1	XP_005254232.1	0
00001251	15	TTBK2	transcript variant X3	XM_005254173.1	XP_005254230.1	0
00001252	15	TTBK2	transcript variant X1	XM_005254171.1	XP_005254228.1	0
00001253	15	TTBK2	transcript variant X2	XM_005254172.1	XP_005254229.1	0
00001254	15	TTBK2	transcript variant X4	XM_005254174.1	XP_005254231.1	0
00001255	15	TTBK2	tau tubulin kinase 2	NM_173500.3	NP_775771.3	0
00001256	15	UBE3A	transcript variant X5	XM_005268271.1	XP_005268328.1	0
00001257	15	UBE3A	transcript variant X4	XM_005268270.1	XP_005268327.1	0
00001258	15	UBE3A	transcript variant X2	XM_005268268.1	XP_005268325.1	0
00001259	15	UBE3A	transcript variant X3	XM_005268269.1	XP_005268326.1	0
00001260	15	UBE3A	transcript variant X1	XM_005268267.1	XP_005268324.1	0
00001261	15	UBE3A	transcript variant 3	NM_130839.2	NP_570854.1	0
00001262	15	UBE3A	transcript variant 2	NM_000462.3	NP_000453.2	0
00001263	15	UBE3A	transcript variant 1	NM_130838.1	NP_570853.1	0
00001264	4	UCP1	transcript variant X1	XM_005263206.1	XP_005263263.1	0
00001265	4	UCP1	uncoupling protein 1 (mitochondrial, proton carrier)	NM_021833.4	NP_068605.1	0
00001266	11	UCP2	uncoupling protein 2 (mitochondrial, proton carrier)	NM_003355.2	NP_003346.2	0
00001267	11	UCP3	transcript variant long	NM_003356.3	NP_003347.1	0
00001268	11	UCP3	transcript variant short	NM_022803.2	NP_073714.1	0
00001269	12	UNG	transcript variant 2	NM_080911.2	NP_550433.1	0
00001270	12	UNG	transcript variant 1	NM_003362.3	NP_003353.1	0
00001271	22	UQCR10	transcript variant 2	NM_001003684.1	NP_001003684.1	0
00001272	22	UQCR10	transcript variant 1	NM_013387.3	NP_037519.2	0
00001273	19	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	NM_006830.3	NP_006821.1	0
00001274	3	UQCRC1	ubiquinol-cytochrome c reductase core protein I	NM_003365.2	NP_003356.2	0
00001275	3	UQCRC1	transcript variant X1	XM_005265436.1	XP_005265493.1	0
00001276	16	UQCRC2	ubiquinol-cytochrome c reductase core protein II	NM_003366.2	NP_003357.2	2
00001277	19	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	NM_006003.2	NP_005994.2	0
00001278	1	UQCRH	transcript variant X1	XM_005271167.1	XP_005271224.1	0
00001279	1	UQCRH	ubiquinol-cytochrome c reductase hinge protein	NM_006004.2	NP_005995.2	0
00001280	10	UROS	transcript variant X3	XM_005270139.1	XP_005270196.1	0
00001281	10	UROS	transcript variant X1	XM_005270137.1	XP_005270194.1	0
00001282	10	UROS	transcript variant X2	XM_005270138.1	XP_005270195.1	0
00001283	10	UROS	uroporphyrinogen III synthase	NM_000375.2	NP_000366.1	0
00001284	10	UROS	transcript variant X6	XR_246103.1	-	0
00001285	10	UROS	transcript variant X4	XM_005270140.1	XP_005270197.1	0
00001286	10	UROS	transcript variant X5	XM_005270141.1	XP_005270198.1	0
00001287	10	USMG5	transcript variant 1	NM_001206426.1	NP_001193355.1	0
00001288	10	USMG5	transcript variant 2	NM_032747.3	NP_116136.1	0
00001289	10	USMG5	transcript variant 3	NM_001206427.1	NP_001193356.1	0
00001290	6	VARS2	valyl-tRNA synthetase 2, mitochondrial (putative), transcript variant 2	NM_020442.4	NP_065175.4	13
00001291	6	VARS2	valyl-tRNA synthetase 2, mitochondrial (putative), transcript variant 3	NM_001167733.1	NP_001161205.1	13
00001292	6	VARS2	valyl-tRNA synthetase 2, mitochondrial (putative), transcript variant 1	NM_001167734.1	NP_001161206.1	13
00001293	1	WARS2	transcript variant X3	XM_005270352.1	XP_005270409.1	8
00001294	1	WARS2	transcript variant X2	XM_005270351.1	XP_005270408.1	8
00001295	1	WARS2	transcript variant 1	NM_015836.3	NP_056651.1	8
00001296	1	WARS2	transcript variant 2	NM_201263.2	NP_957715.1	8
00001297	1	WARS2	transcript variant X1	XM_005270350.1	XP_005270407.1	7
00001298	16	WWOX	transcript variant X1	XM_005255980.1	XP_005256037.1	0
00001299	16	WWOX	transcript variant 1	NM_016373.2	NP_057457.1	0
00001300	16	WWOX	transcript variant 2	NM_130791.2	NP_570607.1	0
00001301	16	WWOX	transcript variant 3	NM_130844.2	NP_570859.1	0
00001302	16	WWOX	transcript variant X3	XM_005255982.1	XP_005256039.1	0
00001303	16	WWOX	transcript variant X4	XR_243411.1	-	0
00001304	16	WWOX	transcript variant X2	XM_005255981.1	XP_005256038.1	0
00001305	2	XDH	xanthine dehydrogenase	NM_000379.3	NP_000370.2	0
00001306	22	XPNPEP3	transcript variant 1	NM_022098.3	NP_071381.1	0
00001307	22	XPNPEP3	transcript variant 2	NM_001204827.1	NP_001191756.1	0
00001308	14	ZFYVE26	zinc finger, FYVE domain containing 26	NM_015346.3	NP_056161.2	0
00001309	8	NDUFAF6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	NM_152416.3	NP_689629.2	11
00001310	8	NDUFAF6	transcript variant X1	XM_005250788.1	XP_005250845.1	11
00001311	8	NDUFAF6	transcript variant X2	XM_005250789.1	XP_005250846.1	11
00001312	8	NDUFAF6	transcript variant X3	XM_005250790.1	XP_005250847.1	11
00001313	8	NDUFAF6	transcript variant X4	XM_005250791.1	XP_005250848.1	11
00001314	8	NDUFAF6	transcript variant X5	XM_005250792.1	XP_005250849.1	11
00001315	8	NDUFAF6	transcript variant X6	XM_005250793.1	XP_005250850.1	11
00001316	M	MT-TF	MT-TF-201	MT-TF-201	-	18
00001317	M	MT-RNR1	MT-RNR1-201	MT-RNR1-201	-	108
00001318	M	MT-TV	MT-TV-201	MT-TV-201	-	12
00001319	M	MT-RNR2	MT-RNR2-201	MT-RNR2-201	-	104
00001320	M	MT-TL1	MT-TL1-201	MT-TL1-201	-	34
00001321	M	MT-ND1	MT-ND1-201	MT-ND1-201	-	87
00001322	M	MT-TI	MT-TI-201	MT-TI-201	-	22
00001323	M	MT-TQ	MT-TQ-201	MT-TQ-201	-	16
00001324	M	MT-TM	MT-TM-201	MT-TM-201	-	8
00001325	M	MT-ND2	MT-ND2-201	MT-ND2-201	-	49
00001326	M	MT-TW	MT-TW-201	MT-TW-201	-	16
00001327	M	MT-TA	MT-TA-201	MT-TA-201	-	6
00001328	M	MT-TN	MT-TN-201	MT-TN-201	-	7
00001329	M	MT-TC	MT-TC-201	MT-TC-201	-	10
00001330	M	MT-TY	MT-TY-201	MT-TY-201	-	5
00001331	M	MT-CO1	MT-CO1-201	MT-CO1-201	-	82
00001332	M	MT-TS1	MT-TS1-201	MT-TS1-201	-	23
00001333	M	MT-TD	MT-TD-201	MT-TD-201	-	8
00001334	M	MT-CO2	MT-CO2-201	MT-CO2-201	-	36
00001335	M	MT-TK	MT-TK-201	MT-TK-201	-	23
00001336	M	MT-ATP8	MT-ATP8-201	MT-ATP8-201	-	12
00001337	M	MT-ATP6	MT-ATP6-201	MT-ATP6-201	-	66
00001338	M	MT-CO3	MT-CO3-201	MT-CO3-201	-	54
00001339	M	MT-TG	MT-TG-201	MT-TG-201	-	10
00001340	M	MT-ND3	MT-ND3-201	MT-ND3-201	-	24
00001341	M	MT-TR	MT-TR-201	MT-TR-201	-	7
00001342	M	MT-ND4L	MT-ND4L-201	MT-ND4L-201	-	22
00001343	M	MT-ND4	MT-ND4-201	MT-ND4-201	-	73
00001344	M	MT-TH	MT-TH-201	MT-TH-201	-	9
00001345	M	MT-TS2	MT-TS2-201	MT-TS2-201	-	11
00001346	M	MT-TL2	MT-TL2-201	MT-TL2-201	-	14
00001347	M	MT-ND5	MT-ND5-201	MT-ND5-201	-	135
00001348	M	MT-ND6	MT-ND6-201	MT-ND6-201	-	43
00001349	M	MT-TE	MT-TE-201	MT-TE-201	-	12
00001350	M	MT-CYB	MT-CYB-201	MT-CYB-201	-	90
00001351	M	MT-TT	MT-TT-201	MT-TT-201	-	21
00001352	M	MT-TP	MT-TP-201	MT-TP-201	-	9
00001379	4	AADAT	transcript variant X2	XM_005263045.1	XP_005263102.1	0
00001380	4	AADAT	transcript variant 2	NM_182662.1	NP_872603.1	0
00001381	4	AADAT	transcript variant 1	NM_016228.3	NP_057312.1	0
00001382	4	AADAT	transcript variant X1	XM_005263044.1	XP_005263101.1	0
00001383	17	ABCA9	transcript variant X3	XM_005256936.1	XP_005256993.1	0
00001384	17	ABCA9	transcript variant X1	XM_005256934.1	XP_005256991.1	0
00001385	17	ABCA9	transcript variant X2	XM_005256935.1	XP_005256992.1	0
00001386	17	ABCA9	ATP-binding cassette, sub-family A (ABC1), member 9	NM_080283.3	NP_525022.2	0
00001387	17	ABCA9	transcript variant X4	XM_005256937.1	XP_005256994.1	0
00001388	1	ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	NM_012089.2	NP_036221.2	0
00001389	2	ABCB6	ATP-binding cassette, sub-family B (MDR/TAP), member 6	NM_005689.2	NP_005680.1	0
00001390	7	ABCB8	ATP-binding cassette, sub-family B (MDR/TAP), member 8	NM_007188.3	NP_009119.2	0
00001391	16	ABCC12	ATP-binding cassette, sub-family C (CFTR/MRP), member 12	NM_033226.2	NP_150229.2	0
00001392	12	ABCD2	ATP-binding cassette, sub-family D (ALD), member 2	NM_005164.3	NP_005155.1	0
00001393	1	ABCD3	transcript variant 1	NM_002858.3	NP_002849.1	0
00001394	1	ABCD3	transcript variant 2	NM_001122674.1	NP_001116146.1	0
00001395	7	ABCF2	transcript variant 2	NM_005692.4	NP_005683.2	0
00001396	7	ABCF2	transcript variant X1	XM_005249931.1	XP_005249988.1	0
00001397	7	ABCF2	transcript variant 1	NM_007189.2	NP_009120.1	0
00001398	3	ABHD10	transcript variant 2	NM_001272069.1	NP_001258998.1	0
00001399	3	ABHD10	transcript variant 1	NM_018394.3	NP_060864.1	0
00001400	7	ABHD11	transcript variant 8	NM_001145364.1	NP_001138836.1	0
00001401	7	ABHD11	transcript variant 4	NR_026912.1	-	0
00001402	7	ABHD11	transcript variant 2	NM_148913.2	NP_683711.1	0
00001403	7	ABHD11	transcript variant 5	NR_026910.1	-	0
00001404	7	ABHD11	transcript variant 1	NM_148912.2	NP_683710.1	0
00001405	3	ACAA1	transcript variant 3	NR_024024.1	-	0
00001406	3	ACAA1	transcript variant 2	NM_001130410.1	NP_001123882.1	0
00001407	3	ACAA1	transcript variant 1	NM_001607.3	NP_001598.1	0
00001408	18	ACAA2	transcript variant X1	XM_005258186.1	XP_005258243.1	0
00001409	18	ACAA2	transcript variant X2	XM_005258187.1	XP_005258244.1	0
00001410	18	ACAA2	acetyl-CoA acyltransferase 2	NM_006111.2	NP_006102.2	0
00001411	17	ACACA	transcript variant 1	NM_198834.1	NP_942131.1	0
00001412	17	ACACA	transcript variant 2	NM_198839.1	NP_942136.1	0
00001413	17	ACACA	transcript variant 3	NM_198836.1	NP_942133.1	0
00001414	17	ACACA	transcript variant 4	NM_198837.1	NP_942134.1	0
00001415	17	ACACA	transcript variant 5	NM_198838.1	NP_942135.1	0
00001416	12	ACACB	transcript variant X4	XR_243001.1	-	0
00001417	12	ACACB	transcript variant X3	XR_243000.1	-	0
00001418	12	ACACB	transcript variant X1	XM_005253876.1	XP_005253933.1	0
00001419	12	ACACB	acetyl-CoA carboxylase beta	NM_001093.3	NP_001084.3	0
00001420	12	ACACB	transcript variant X2	XM_005253877.1	XP_005253934.1	0
00001421	12	ACAD10	transcript variant 1	NM_001136538.1	NP_001130010.1	0
00001422	12	ACAD10	transcript variant 2	NM_025247.5	NP_079523.3	0
00001423	3	ACAD11	acyl-CoA dehydrogenase family, member 11	NM_032169.4	NP_115545.3	0
00001424	6	ACAT2	acetyl-CoA acetyltransferase 2	NM_005891.2	NP_005882.2	0
00001425	17	ACLY	transcript variant X3	XM_005257395.1	XP_005257452.1	0
00001426	17	ACLY	transcript variant X4	XM_005257396.1	XP_005257453.1	0
00001427	17	ACLY	transcript variant X2	XM_005257394.1	XP_005257451.1	0
00001428	17	ACLY	transcript variant X1	XM_005257393.1	XP_005257450.1	0
00001429	17	ACLY	transcript variant X5	XM_005257397.1	XP_005257454.1	0
00001430	17	ACLY	transcript variant 2	NM_198830.1	NP_942127.1	0
00001431	17	ACLY	transcript variant 1	NM_001096.2	NP_001087.2	0
00001432	7	ACN9	ACN9 homolog (S. cerevisiae)	NM_020186.2	NP_064571.1	0
00001433	9	ACO1	aconitase 1, soluble	NM_002197.2	NP_002188.1	0
00001434	14	ACOT2	transcript variant 2	NR_046028.1	-	0
00001435	14	ACOT2	transcript variant 1	NM_006821.5	NP_006812.3	0
00001436	X	ACOT9	transcript variant X2	XM_005274471.1	XP_005274528.1	0
00001437	X	ACOT9	transcript variant 2	NM_001033583.2	NP_001028755.2	0
00001438	X	ACOT9	transcript variant 1	NM_001037171.1	NP_001032248.1	0
00001439	X	ACOT9	transcript variant X1	XM_005274470.1	XP_005274527.1	0
00001440	X	ACOT9	transcript variant X3	XM_005274472.1	XP_005274529.1	0
00001441	4	ACOX3	transcript variant 2	NM_001101667.1	NP_001095137.1	0
00001442	4	ACOX3	transcript variant 1	NM_003501.2	NP_003492.2	0
00001443	1	ACP6	acid phosphatase 6, lysophosphatidic	NM_016361.3	NP_057445.3	0
00001444	4	ACSL1	acyl-CoA synthetase long-chain family member 1	NM_001995.2	NP_001986.2	0
00001445	10	ACSL5	transcript variant 2	NM_203379.1	NP_976313.1	0
00001446	10	ACSL5	transcript variant 3	NM_203380.1	NP_976314.1	0
00001447	10	ACSL5	transcript variant 1	NM_016234.3	NP_057318.2	0
00001448	16	ACSM1	transcript variant X1	XM_005255084.1	XP_005255141.1	0
00001449	16	ACSM1	transcript variant X2	XM_005255085.1	XP_005255142.1	0
00001450	16	ACSM1	transcript variant X4	XR_243258.1	-	0
00001451	16	ACSM1	transcript variant X3	XM_005255086.1	XP_005255143.1	0
00001452	16	ACSM1	acyl-CoA synthetase medium-chain family member 1	NM_052956.2	NP_443188.2	0
00001453	16	ACSM3	transcript variant 1	NM_005622.3	NP_005613.2	0
00001454	16	ACSM3	transcript variant 2	NM_202000.2	NP_973729.1	0
00001455	20	ACSS1	transcript variant 2	NM_001252675.1	NP_001239604.1	0
00001456	20	ACSS1	transcript variant 4	NM_001252677.1	NP_001239606.1	0
00001457	20	ACSS1	transcript variant 1	NM_032501.3	NP_115890.2	0
00001458	20	ACSS1	transcript variant 3	NM_001252676.1	NP_001239605.1	0
00001459	2	ACYP2	acylphosphatase 2, muscle type	NM_138448.3	NP_612457.1	0
00001460	14	ADCK1	transcript variant 1	NM_020421.3	NP_065154.2	0
00001461	14	ADCK1	transcript variant 2	NM_001142545.1	NP_001136017.1	0
00001462	7	ADCK2	transcript variant X1	XM_005250070.1	XP_005250127.1	0
00001463	7	ADCK2	aarF domain containing kinase 2	NM_052853.3	NP_443085.2	0
00001464	19	ADCK4	transcript variant 1	NM_024876.3	NP_079152.3	0
00001465	19	ADCK4	transcript variant 2	NM_001142555.2	NP_001136027.1	0
00001466	8	ADCK5	aarF domain containing kinase 5	NM_174922.4	NP_777582.4	0
00001467	8	ADCK5	transcript variant X2	XM_005272313.1	XP_005272370.1	0
00001468	8	ADCK5	transcript variant X1	XM_005272312.1	XP_005272369.1	0
00001469	8	ADHFE1	transcript variant X11	XM_005251162.1	XP_005251219.1	0
00001470	8	ADHFE1	transcript variant X16	XR_242452.1	-	0
00001471	8	ADHFE1	transcript variant X2	XM_005251153.1	XP_005251210.1	0
00001472	8	ADHFE1	transcript variant X13	XR_242449.1	-	0
00001473	8	ADHFE1	transcript variant X15	XR_242451.1	-	0
00001474	8	ADHFE1	transcript variant X14	XR_242450.1	-	0
00001475	8	ADHFE1	alcohol dehydrogenase, iron containing, 1	NM_144650.2	NP_653251.2	0
00001476	8	ADHFE1	transcript variant X3	XM_005251154.1	XP_005251211.1	0
00001477	8	ADHFE1	transcript variant X10	XM_005251161.1	XP_005251218.1	0
00001478	8	ADHFE1	transcript variant X9	XM_005251160.1	XP_005251217.1	0
00001479	8	ADHFE1	transcript variant X4	XM_005251155.1	XP_005251212.1	0
00001480	8	ADHFE1	transcript variant X7	XM_005251158.1	XP_005251215.1	0
00001481	8	ADHFE1	transcript variant X12	XM_005251163.1	XP_005251220.1	0
00001482	8	ADHFE1	transcript variant X5	XM_005251156.1	XP_005251213.1	0
00001483	8	ADHFE1	transcript variant X1	XM_005251152.1	XP_005251209.1	0
00001484	8	ADHFE1	transcript variant X6	XM_005251157.1	XP_005251214.1	0
00001485	8	ADHFE1	transcript variant X8	XM_005251159.1	XP_005251216.1	0
00001486	22	ADSL	transcript variant 1	NM_000026.2	NP_000017.1	0
00001487	22	ADSL	transcript variant 2	NM_001123378.1	NP_001116850.1	0
00001488	1	AGMAT	agmatine ureohydrolase (agmatinase)	NM_024758.4	NP_079034.3	0
00001489	8	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	NM_018361.3	NP_060831.2	0
00001490	2	AGPS	alkylglycerone phosphate synthase	NM_003659.3	NP_003650.1	0
00001491	7	AGR2	transcript variant X1	XM_005249581.1	XP_005249638.1	0
00001492	7	AGR2	anterior gradient 2	NM_006408.3	NP_006399.1	0
00001493	5	AGXT2	alanine--glyoxylate aminotransferase 2	NM_031900.3	NP_114106.1	0
00001494	5	AGXT2	transcript variant X1	XM_005248337.1	XP_005248394.1	0
00001495	5	AGXT2	transcript variant X2	XM_005248338.1	XP_005248395.1	0
00001496	5	AGXT2	transcript variant X3	XM_005248339.1	XP_005248396.1	0
00001497	5	AGXT2	transcript variant X4	XM_005248340.1	XP_005248397.1	0
00001498	22	AIFM3	transcript variant 1	NM_144704.2	NP_653305.1	0
00001499	22	AIFM3	transcript variant 2	NM_001018060.2	NP_001018070.1	0
00001500	22	AIFM3	transcript variant 3	NM_001146288.1	NP_001139760.1	0
00001501	22	AIFM3	transcript variant 4	NR_027464.1	-	0
00001502	9	AK3	transcript variant 3	NM_001199853.1	NP_001186782.1	0
00001503	9	AK3	transcript variant 4	NM_001199854.1	NP_001186783.1	0
00001504	9	AK3	transcript variant 5	NM_001199855.1	NP_001186784.1	0
00001505	9	AK3	transcript variant 2	NM_001199852.1	NP_001186781.1	0
00001506	9	AK3	transcript variant 1	NM_016282.3	NP_057366.2	0
00001507	9	AK3	transcript variant 6	NM_001199856.1	NP_001186785.1	0
00001508	17	AKAP1	transcript variant 1	NM_003488.3	NP_003479.1	0
00001509	17	AKAP1	transcript variant 3	NM_001242903.1	NP_001229832.1	0
00001510	17	AKAP1	transcript variant 2	NM_001242902.1	NP_001229831.1	0
00001511	17	AKAP10	A kinase (PRKA) anchor protein 10	NM_007202.3	NP_009133.2	0
00001512	1	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	NM_003689.3	NP_003680.2	0
00001513	3	ALAS1	transcript variant 1	NM_000688.5	NP_000679.1	0
00001514	3	ALAS1	transcript variant 2	NM_199166.2	NP_954635.1	0
00001515	3	ALDH1L1	transcript variant 1	NM_001270364.1	NP_001257293.1	0
00001516	3	ALDH1L1	transcript variant 3	NM_001270365.1	NP_001257294.1	0
00001517	3	ALDH1L1	transcript variant 4	NR_072979.1	-	0
00001518	3	ALDH1L1	transcript variant 2	NM_012190.3	NP_036322.2	0
00001519	12	ALDH1L2	transcript variant 2	NR_027752.1	-	0
00001520	12	ALDH1L2	transcript variant 1	NM_001034173.3	NP_001029345.2	0
00001521	17	ALDH3A2	transcript variant 2	NM_000382.2	NP_000373.1	0
00001522	17	ALDH3A2	transcript variant 1	NM_001031806.1	NP_001026976.1	0
00001523	5	ALDH7A1	transcript variant 2	NM_001202404.1	NP_001189333.1	0
00001524	5	ALDH7A1	transcript variant 1	NM_001182.4	NP_001173.2	0
00001525	5	ALDH7A1	transcript variant 1	NM_001201377.1	NP_001188306.1	0
00001526	5	ALDH7A1	transcript variant X1	XM_005271993.1	XP_005272050.1	0
00001527	5	ALDH7A1	transcript variant X2	XM_005271994.1	XP_005272051.1	0
00001528	1	ALDH9A1	aldehyde dehydrogenase 9 family, member A1	NM_000696.3	NP_000687.3	0
00001529	19	ALKBH7	alkB, alkylation repair homolog 7 (E. coli)	NM_032306.3	NP_115682.1	0
00001530	10	ANKRD26	transcript variant X2	XM_005252410.1	XP_005252467.1	0
00001531	10	ANKRD26	transcript variant X1	XM_005252409.1	XP_005252466.1	0
00001532	10	ANKRD26	transcript variant X5	XM_005252413.1	XP_005252470.1	0
00001533	10	ANKRD26	transcript variant X7	XM_005252415.1	XP_005252472.1	0
00001534	10	ANKRD26	transcript variant X4	XM_005252412.1	XP_005252469.1	0
00001535	10	ANKRD26	transcript variant 2	NM_001256053.1	NP_001242982.1	0
00001536	10	ANKRD26	transcript variant 1	NM_014915.2	NP_055730.2	0
00001537	10	ANKRD26	transcript variant X3	XM_005252411.1	XP_005252468.1	0
00001538	10	ANKRD26	transcript variant X6	XM_005252414.1	XP_005252471.1	0
00001539	1	APOA1BP	transcript variant X1	XM_005244897.1	XP_005244954.1	0
00001540	1	APOA1BP	apolipoprotein A-I binding protein	NM_144772.2	NP_658985.2	0
00001541	1	APOA1BP	transcript variant X2	XM_005244898.1	XP_005244955.1	0
00001542	14	ARG2	arginase, type II	NM_001172.3	NP_001163.1	0
00001543	8	ARMC1	armadillo repeat containing 1	NM_018120.4	NP_060590.1	0
00001544	10	ARMC4	transcript variant X1	XM_005252484.1	XP_005252541.1	0
00001545	10	ARMC4	transcript variant X2	XM_005252485.1	XP_005252542.1	0
00001546	10	ARMC4	armadillo repeat containing 4	NM_018076.2	NP_060546.2	0
00001547	10	AS3MT	transcript variant X1	XM_005269992.1	XP_005270049.1	0
00001548	10	AS3MT	arsenic (+3 oxidation state) methyltransferase	NM_020682.3	NP_065733.2	0
00001549	10	AS3MT	transcript variant X2	XM_005269993.1	XP_005270050.1	0
00001550	10	AS3MT	transcript variant X3	XM_005269994.1	XP_005270051.1	0
00001551	10	ASAH2	transcript variant 2	NM_001143974.1	NP_001137446.1	0
00001552	10	ASAH2	transcript variant 1	NM_019893.2	NP_063946.2	0
00001553	10	ATAD1	transcript variant X3	XM_005270253.1	XP_005270310.1	0
00001554	10	ATAD1	transcript variant X2	XM_005270252.1	XP_005270309.1	0
00001555	10	ATAD1	transcript variant X1	XM_005270251.1	XP_005270308.1	0
00001556	10	ATAD1	ATPase family, AAA domain containing 1	NM_032810.2	NP_116199.2	0
00001557	1	ATAD3A	transcript variant 1	NM_018188.3	NP_060658.3	0
00001558	1	ATAD3A	transcript variant 2	NM_001170535.1	NP_001164006.1	0
00001559	1	ATAD3A	transcript variant 3	NM_001170536.1	NP_001164007.1	0
00001560	1	ATAD3B	transcript variant X2	XM_005244806.1	XP_005244863.1	0
00001561	1	ATAD3B	transcript variant X5	XR_241045.1	-	0
