Symbol	Gene	Chr	Band	Transcripts	Variants	Unique variants	Last updated	Associated with diseases
TOMM40L	translocase of outer mitochondrial membrane 40 homolog (yeast)-like	1	q23.3	4	0	0	N/A	-
TOMM5	translocase of outer mitochondrial membrane 5	9	p13.2	3	0	0	N/A	-
TOMM6	translocase of outer mitochondrial membrane 6	6	p21.1	1	0	0	N/A	-
TOMM7	translocase of outer mitochondrial membrane 7 homolog (yeast)	7	p15.3	1	0	0	N/A	-
TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	3	q12.2	1	0	0	N/A	-
TOP1MT	"topoisomerase (DNA) I, mitochondrial"	8	q24.3	3	0	0	N/A	-
TOP3A	topoisomerase (DNA) III alpha	17	p11.2	4	2	2	N/A	618098
TP53	tumor protein p53	17	p13.1	8	1	1	N/A	-
TPI1	triosephosphate isomerase 1	12	p13.31	3	0	0	N/A	-
TPK1	thiamin pyrophosphokinase 1	7	q34-q35	9	0	0	N/A	-
TPM1	tropomyosin 1 (alpha)	15	q22.1	1	14	14	18-04-2014	-
TPM2	tropomyosin 2 (beta)	9	p13	10	0	0	N/A	-
TPMT	thiopurine S-methyltransferase	6	p22.3	1	3	3	18-08-2014	-
TPP1	tripeptidyl peptidase I	11	p15.4	1	0	0	N/A	-
TPRN	taperin	9	q34.3	1	0	0	10-12-2013	-
TPTE2P5	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5	13	q14.11	1	87	70	26-11-2013	-
TRAP1	TNF receptor-associated protein 1	16	p13.3	1	0	0	N/A	-
TRIAP1	TP53 regulated inhibitor of apoptosis 1	12	q24.31	1	0	0	N/A	-
TRIOBP	TRIO and F-actin binding protein	22	q13.1	1	0	0	10-12-2013	-
TRIT1	tRNA isopentenyltransferase 1	1	p34.2	1	6	6	N/A	617873
TRMT1	tRNA methyltransferase 1	19	p13.2	8	0	0	N/A	-
TRMT10C	"tRNA methyltransferase 10C, mitochondrial RNase P subunit"	3	q12.3	1	2	2	25-06-2018	616974
TRMT11	tRNA methyltransferase 11 homolog	6	q11.1-q22.33	6	0	0	N/A	-
TRMT5	tRNA methyltransferase 5	14	q23.1	1	3	3	25-06-2018	616539
TRMT61B	tRNA methyltransferase 61B	2	p23.2	7	0	0	N/A	-
TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	22	q13	1	71	66	N/A	"580000, LFIT"
TRNT1	"tRNA nucleotidyl transferase, CCA-adding, 1"	3	p25.1	2	0	0	N/A	LFIT
TRUB2	TruB pseudouridine synthase family member 2	9	q34.11	1	0	0	N/A	-
TSEN2	TSEN2 tRNA splicing endonuclease subunit	3	p25.2	1	1	1	18-04-2014	-
TSEN34	TSEN34 tRNA splicing endonuclease subunit	19	q13.4	1	1	1	18-04-2014	-
TSEN54	TSEN54 tRNA splicing endonuclease subunit	17	q25.1	1	4	4	18-04-2014	-
TSFM	"Ts translation elongation factor, mitochondrial"	12	q14.1	4	34	33	N/A	COXPD3
TSHZ3	teashirt zinc finger homeobox 3	19	q13.11	1	0	0	N/A	-
TSPO	translocator protein (18kDa)	22	q13.3	4	0	0	N/A	-
TST	thiosulfate sulfurtransferase (rhodanese)	22	q13.1	2	0	0	N/A	-
TSTD1	thiosulfate sulfurtransferase like domain containing 1	1	q23.3	3	0	0	N/A	-
TSTD3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3	6	q16.2	4	0	0	N/A	-
TTBK2	tau tubulin kinase 2	15	q15.2	6	0	0	N/A	-
TTC19	tetratricopeptide repeat domain 19	17	p11.2	2	71	70	N/A	MC3DN2
TTN	titin	2	q31	1	38	38	18-04-2014	-
TTN-AS1	TTN antisense RNA 1	2	q31.2	1	19	19	18-04-2014	-
TUBB3	tubulin beta 3 class III	16	q24.3	2	0	0	N/A	-
TUFM	"Tu translation elongation factor, mitochondrial"	16	p11.2	1	40	39	N/A	COXPD4
TULP1	tubby like protein 1	6	p21.3	1	3	3	10-12-2013	-
TXN	thioredoxin	9	q31	2	0	0	N/A	-
TXN2	thioredoxin 2	22	q13.1	2	1	1	N/A	616811
TXNDC12	thioredoxin domain containing 12	1	p32.3	3	0	0	N/A	-
TXNRD1	thioredoxin reductase 1	12	q23-q24.1	10	0	0	N/A	-
TXNRD2	thioredoxin reductase 2	22	q11.21	1	0	0	N/A	-
TYMP	thymidine phosphorylase	22	q13	4	127	118	N/A	MTDPS1
TYSND1	trypsin domain containing 1	10	q22.1	10	0	0	N/A	-
UBE3A	ubiquitin protein ligase E3A	15	q11.2	8	0	0	N/A	-
UCP1	"uncoupling protein 1 (mitochondrial, proton carrier)"	4	q28-q31	2	0	0	N/A	601665
UCP2	"uncoupling protein 2 (mitochondrial, proton carrier)"	11	q13	1	0	0	N/A	-
UCP3	"uncoupling protein 3 (mitochondrial, proton carrier)"	11	q13.4	2	0	0	N/A	601665
UNG	uracil-DNA glycosylase	12	q23-q24.1	2	0	0	N/A	-
UQCR10	"ubiquinol-cytochrome c reductase, complex III subunit X"	22	q12.2	2	0	0	N/A	-
UQCR11	"ubiquinol-cytochrome c reductase, complex III subunit XI"	19	p13.3	1	0	0	N/A	-
UQCRB	ubiquinol-cytochrome c reductase binding protein	8	q22	4	1	1	N/A	"MC3DN1, MC3DN3"
UQCRC1	ubiquinol-cytochrome c reductase core protein I	3	p21	2	0	0	N/A	-
UQCRC2	ubiquinol-cytochrome c reductase core protein II	16	p12	1	2	1	N/A	MC3DN5
UQCRFS1	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"	19	q12	1	0	0	N/A	-
UQCRH	ubiquinol-cytochrome c reductase hinge protein	1	p34.1	2	0	0	N/A	-
UQCRQ	"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa"	5	q31.1	1	31	30	N/A	MC3DN4
UROS	uroporphyrinogen III synthase	10	q25.2-q26.3	7	0	0	N/A	-
USH1C	"Usher syndrome 1C (autosomal recessive, severe)"	11	p14.3	1	50	50	10-12-2013	500004
USH1G	Usher syndrome 1G (autosomal recessive)	17	q25.1	1	37	37	10-12-2013	500004
USH2A	"Usher syndrome 2A (autosomal recessive, mild)"	1	q41	2	134	134	26-11-2013	500004
USMG5	up-regulated during skeletal muscle growth 5 homolog (mouse)	10	q24.33	3	0	0	N/A	-
UXS1	UDP-glucuronate decarboxylase 1	2	q12.2	4	0	0	N/A	-
VAMP1	vesicle-associated membrane protein 1 (synaptobrevin 1)	12	p	3	0	0	N/A	-
VAMP8	vesicle-associated membrane protein 8	2	p12-p11.2	1	0	0	N/A	-
VARS2	"valyl-tRNA synthetase 2, mitochondrial"	6	p21.33	3	13	10	N/A	615917
VCL	vinculin	10	q22.1-q23	1	5	5	18-04-2014	-
VDAC1	voltage-dependent anion channel 1	5	q31	6	0	0	N/A	-
VDAC1P1	voltage-dependent anion channel 1 pseudogene 1	X	q21.1	0	0	0	N/A	-
VDAC2	voltage-dependent anion channel 2	10	q22	4	0	0	N/A	-
VDAC3	voltage-dependent anion channel 3	8	p11.21	2	0	0	N/A	-
VRK1	vaccinia related kinase 1	14	q32.2	1	2	2	18-04-2014	-
VWA8	von Willebrand factor A domain containing 8	13	q14.11	5	0	0	N/A	-
WARS2	"tryptophanyl tRNA synthetase 2, mitochondrial"	1	p12	5	8	8	N/A	617710
WBSCR16	Williams-Beuren syndrome chromosome region 16	7	q11.23	3	0	0	N/A	-
WDR45	WD repeat domain 45	X	p11.23	1	5	5	18-04-2014	-
WDR81	WD repeat domain 81	17	p13.3	8	0	0	N/A	-
WFS1	Wolfram syndrome 1 (wolframin)	4	p16.1	2	18	18	N/A	NIDDM
WRN	Werner syndrome RecQ like helicase	8	p12	1	1	1	25-06-2018	-
WWOX	WW domain containing oxidoreductase	16	q23.3-q24.1	7	0	0	N/A	-
XDH	xanthine dehydrogenase	2	p23.1	1	0	0	N/A	-
XPNPEP3	"X-prolyl aminopeptidase (aminopeptidase P) 3, putative"	22	q13.2	2	0	0	N/A	-
YARS2	"tyrosyl-tRNA synthetase 2, mitochondrial"	12	p11.21	4	65	60	N/A	MLASA2
YME1L1	YME1-like 1 ATPase	10	p14	3	0	0	N/A	-
ZADH2	zinc binding alcohol dehydrogenase domain containing 2	18	q22.3	1	0	0	N/A	-
ZBED5	"zinc finger, BED-type containing 5"	11	p15.3	2	0	0	N/A	-
ZBTB17	zinc finger and BTB domain containing 17	1	p36.13	1	1	1	18-04-2014	-
ZFYVE26	"zinc finger, FYVE domain containing 26"	14	q23.3	1	0	0	N/A	-
ZNF778	zinc finger protein 778	16	q24.3	1	1	1	17-06-2019	-
ZSWIM7	zinc finger SWIM-type containing 7	17	p12	1	8	8	25-06-2018	-
